number,bank_name,assets,loans,liabilities,deposits,equity,net_income,year,ROA,ROE,LDR,EAR
19.0,"""Shinhan Bank Kazakhstan"", JSC",126385913.0,22453969.0,106115110.0,11418398.0,20270803.0,3371589.0,2023,0.026676936693094903,0.16632735269540136,1.9664727924179908,0.1603881518029624
20.0,"""Al-Hilal"" Islamic Bank"", JSC",60315857.0,33092671.0,39308069.0,2037946.0,21007788.0,3122823.0,2023,0.05177449439208001,0.14865072895823206,16.23824723520643,0.34829626975208194
21.0,"""Islamic bank ""Zaman-Bank"", JSC",36090236.0,18060913.0,22737815.0,192613.0,13352421.0,334582.0,2023,0.00927070690255392,0.02505777791158622,93.76788171099562,0.3699732248910758
1.0,"""Halyk Bank of Kazakhstan"", JSC",14943264219.0,9538649103.0,12548272708.0,5697023282.0,2394991511.0,673757575.0,2024,0.04508771076558584,0.28131940005026596,1.6743215940748897,0.16027231238773293
2.0,"""Kaspi Bank"", JSC",6688923342.0,4545664717.0,5933222176.0,5052073784.0,755701166.0,475579980.0,2024,0.07109963079017748,0.6293228082699558,0.8997621395388552,0.11297799770778118
3.0,"""Bank CenterCredit"", JSC",5260803086.0,3074094927.0,4847420562.0,2221221212.0,413382524.0,130515999.0,2024,0.024809139758020588,0.31572693914849675,1.3839661310599802,0.07857783635735953
4.0,"""Otbasy bank"", JSC",3996033887.0,3213567923.0,3401391556.0,2430239515.0,594642331.0,146900472.0,2024,0.03676156813331848,0.24704005137501722,1.322325599252714,0.1488081302149378
5.0,"""ForteBank"", JSC",3444410186.0,1624803018.0,3021030300.0,920551187.0,423379886.0,126745630.0,2024,0.036797484374876364,0.29936620560193544,1.7650327770420875,0.12291796363884054
6.0,"""First Heartland Jusan Bank"", JSC ",2869282945.0,1239682187.0,2205462155.0,736972719.0,663820790.0,140768741.0,2024,0.049060599354728326,0.21205834936263446,1.682127648744078,0.23135424519801062
7.0,"""Eurasian Bank"", JSC",2758772279.0,1453168952.0,2447501529.0,1056511444.0,311270750.0,97035541.0,2024,0.035173450791369215,0.31173999163108,1.375440805920887,0.11282944676855657
8.0,"""Freedom Bank Kazakhstan"", JSC",2210863836.0,640906132.0,2077076935.0,459441919.0,133786902.0,34255905.0,2024,0.015494353131207488,0.25604827145186454,1.3949666007728825,0.060513406489136674
9.0,"""Bereke Bank"" JSC",2076026637.0,1489035487.0,1916096429.0,429992047.0,159930208.0,26217116.0,2024,0.012628506558030257,0.16392848060323914,3.462937273814276,0.07703668399511003
10.0,"""Bank RBK"" Bank"", JSC",2043613069.0,1125793686.0,1879177272.0,482754120.0,164435797.0,48315017.0,2024,0.023641959298900922,0.2938229867308029,2.3320229478310823,0.08046327335363111
11.0,"""Citibank Kazakhstan"", JSC ",1087021374.0,126270693.0,962948768.0,3130.0,124072607.0,110464765.0,2024,0.10162152064546248,0.8903235586885024,40342.07444089457,0.11413998838260195
12.0,"""Altyn Bank"", JSC (SB of China Citic Bank Corporation Limited)",888696926.0,426162570.0,770722010.0,328044978.0,117974917.0,34003710.0,2024,0.03826243683890047,0.288228301953372,1.299097985276885,0.13275045017990755
13.0," ""Home Credit Bank"", Joint Stock Company",802996035.0,614100186.0,646182934.0,324197465.0,156813101.0,26603739.0,2024,0.03313059821023898,0.16965252794790406,1.8942164954929552,0.1952850252865819
14.0,"""Shinhan Bank Kazakhstan"", JSC",475116057.0,48034140.0,429546823.0,8475703.0,45569234.0,25264089.0,2024,0.05317456362035771,0.5544110967500573,5.6672750331152475,0.09591179529426007
15.0,"""Nurbank"", JSC",465708253.0,288306279.0,410244149.0,172743485.0,55464104.0,7053331.0,2024,0.015145385452295173,0.12716929493713627,1.6689849634560747,0.11909624457524913
16.0,"Subsidiary Bank ""Bank of China in Kazakhstan"", JSC",416647689.0,46431391.0,314668310.0,3902343.0,101979379.0,22406134.0,2024,0.05377717095653926,0.21971239891547095,11.898336717197848,0.24476165761236227
17.0,"""Industrial and Commercial Bank of China in Almaty"", JSC",349496322.0,12646544.0,283654686.0,9122176.0,65841635.0,16678700.0,2024,0.04772210449756893,0.2533153983797638,1.3863516774944926,0.18839006551834328
18.0,"SB ""KAZAKHSTAN-ZIRAAT INTERNATIONAL BANK"", JSC",233011213.0,108206426.0,159155214.0,27186683.0,73855998.0,15112460.0,2024,0.06485722212861919,0.20462061862599162,3.9801260786393104,0.316963278501108
19.0,"Subsidiary JSC ""Bank VTB (Kazakhstan)"" ",227312981.0,89092790.0,160340672.0,42374219.0,66972309.0,22047401.0,2024,0.09699138563494533,0.3292017451570917,2.1025234706980678,0.29462597650769445
20.0,"""Al-Hilal"" Islamic Bank"", JSC",177999121.0,130500889.0,152654501.0,2356585.0,25344620.0,4336825.0,2024,0.02436430570912763,0.17111422463623444,55.37711943341743,0.14238620874987354
21.0,"""Islamic bank ""Zaman-Bank"", JSC",25097803.0,18592344.0,12328440.0,129070.0,12769363.0,693910.0,2024,0.027648236779928507,0.05434178666547423,144.0485318044472,0.5087840955640619
1.0,"""Halyk Bank of Kazakhstan"", JSC",17941741778.0,11739618848.0,253627269.0,559180782.0,7026468274.0,5561631677.0,2025,0.30998281804610645,0.79152590748608,20.99431744776951,0.3916268755253067
2.0,"""Kaspi Bank"", JSC",8189804623.0,6047053230.0,328134361.0,298052878.0,6146194422.0,656322264.0,2025,0.08013894033037179,0.1067851452356806,20.288524877119286,0.7504689922320263
3.0,"""Bank CenterCredit"", JSC",7030812467.0,4009027342.0,41621006.0,173438301.0,2798970431.0,2472635939.0,2025,0.3516856623051215,0.8834090962928075,23.115005848679296,0.39810056720148895
4.0,"""Otbasy bank"", JSC",4279614316.0,3498262306.0,2912503.0,7379312.0,2515255419.0,157647554.0,2025,0.03683686013728159,0.0626765587340138,474.0634771913696,0.5877294618807888
5.0,"""ForteBank"", JSC",4112145508.0,1899076280.0,23428188.0,88248794.0,1088239686.0,1829009346.0,2025,0.4447822535563836,1.6807045079589205,21.519572040837183,0.26464036447223893
6.0,"""First Heartland Jusan Bank"", JSC ",3326262915.0,1347872534.0,142101625.0,191823987.0,824223493.0,868886826.0,2025,0.2612201284756229,1.0541883765499511,7.026610983745218,0.24779264720269414
7.0,"""Eurasian Bank"", JSC",3142702412.0,1612781668.0,92562268.0,179979939.0,1193794922.0,1052534383.0,2025,0.3349137923403229,0.8816710170258204,8.960896847509211,0.3798625404179694
8.0,"""Freedom Bank Kazakhstan"", JSC",2547968765.0,796886724.0,11149970.0,21340801.0,585892179.0,467756420.0,2025,0.1835801232830262,0.7983660420222131,37.34099408920968,0.22994480428805414
9.0,"""Bank RBK"" Bank"", JSC",2452692704.0,1124221963.0,39467414.0,51534418.0,639381506.0,1010343767.0,2025,0.4119324713415056,1.5801892258672867,21.814973499846257,0.2606855334780659
10.0,"""Bereke Bank"" JSC",2445232022.0,1371587483.0,44941489.0,164860645.0,652730071.0,857293183.0,2025,0.3505978881704666,1.3133961818039175,8.319678010479699,0.26693993254109283
11.0,"""Citibank Kazakhstan"", JSC ",1174475453.0,152769011.0,0.0,195768.0,2814.0,1029014176.0,2025,0.8761478780774484,365676.6794598436,780.3574179641208,2.3959632300633532e-06
12.0," ""Home Credit Bank"", Joint Stock Company",1036276926.0,773711570.0,51018598.0,40442503.0,458539956.0,64348853.0,2025,0.062096193966592286,0.14033423294523106,19.131149474106486,0.44248785676426416
13.0,"""Altyn Bank"", JSC (SB of China Citic Bank Corporation Limited)",1002473946.0,582913261.0,2064977.0,19487314.0,361595454.0,424752568.0,2025,0.42370434632722115,1.17466235623637,29.912447708288582,0.3607030940233533
14.0,"""Shinhan Bank Kazakhstan"", JSC",676124209.0,77717037.0,435428.0,304029.0,8665277.0,552976922.0,2025,0.8178629231718576,63.81526199335578,255.62376286472673,0.012816102255554645
15.0,"""Nurbank"", JSC",533793102.0,276166156.0,24360107.0,40439858.0,165959128.0,218200544.0,2025,0.40877363004964423,1.3147848306361312,6.829058499661398,0.3109053439959964
16.0,"Subsidiary Bank ""Bank of China in Kazakhstan"", JSC",477094455.0,58430360.0,0.0,93622.0,3973246.0,305217514.0,2025,0.639742321046259,76.81817687603537,624.1092905513661,0.008328007081951938
17.0,"""Industrial and Commercial Bank of China in Almaty"", JSC",358221019.0,38808750.0,0.0,1483769.0,12325789.0,177420415.0,2025,0.4952819784145609,14.394244052044051,26.15552016520092,0.034408335486310476
18.0,"SB ""KAZAKHSTAN-ZIRAAT INTERNATIONAL BANK"", JSC",295840718.0,176800544.0,1114088.0,6407439.0,37680442.0,133419111.0,2025,0.45098292047817434,3.5408053599795886,27.59301243445314,0.12736732879346244
19.0,"Subsidiary JSC ""Bank VTB (Kazakhstan)"" ",244400004.0,68420179.0,7974710.0,11218861.0,36703676.0,62012284.0,2025,0.25373274543808927,1.6895387808022282,6.098674277183753,0.1501787045797266
20.0,"""ADCB"" Islamic Bank"", JSC",239724519.0,164202732.0,10527540.0,829989.0,1495907.0,19414221.0,2025,0.08098554574636564,12.978227256106162,197.83723880677937,0.006240108463832187
21.0,"""Islamic bank ""Zaman-Bank"", JSC",52017533.0,18723044.0,3434858.0,7718820.0,346650.0,13196902.0,2025,0.2537010357642297,38.06981681811626,2.4256355246009105,0.006664099199014301
1.0,"""Halyk Bank of Kazakhstan"", JSC",20269148985.0,13232858549.0,495446762.0,586017723.0,7767891158.0,6138166898.0,2026,0.3028329853681817,0.7901973358211155,22.580986938854068,0.38323716322518314
2.0,"""Kaspi Bank"", JSC",9484289736.0,8068150446.0,490759454.0,364489032.0,7046825772.0,886986061.0,2026,0.09352161160083733,0.12587029815954417,22.135509542575207,0.7429998416488697
3.0,"""Bank CenterCredit"", JSC",8571447512.0,4729303893.0,53898525.0,210586850.0,3332945439.0,3118332382.0,2026,0.3638046406554254,0.9356085897810582,22.457736050470388,0.38884277531115796
4.0,"""Otbasy bank"", JSC",5200361015.0,4050318138.0,3095328.0,10579914.0,3114884921.0,89031370.0,2026,0.017120228719351708,0.028582555137034546,382.83091318133586,0.598974746563821
5.0,"""ForteBank"", JSC",5171612588.0,2980156945.0,101106539.0,114556140.0,1362019533.0,2385739679.0,2026,0.46131446205691695,1.7516192838623557,26.014816359908775,0.26336457146081954
6.0,"""Alatau City Bank"", JSC ",3351695235.0,1198300133.0,143258650.0,80115249.0,752419016.0,815406378.0,2026,0.2432817785713742,1.0837131447512485,14.957204127269204,0.224489090816755
7.0,"""Eurasian Bank"", JSC",3026705170.0,1598068946.0,73876590.0,127822720.0,1117368895.0,1008811519.0,2026,0.33330353051863326,0.9028455360751741,12.502229228105927,0.3691700486968805
8.0,"""Bereke Bank"" JSC (SB of Lesha Bank LLC (Public))",2798005998.0,1558317540.0,98286084.0,157621820.0,847829549.0,1078426300.0,2026,0.3854267291674333,1.2719848008033983,9.886432855552613,0.303012055587452
9.0,"""Bank RBK"" Bank"", JSC",2727035219.0,1565454093.0,59625741.0,83646473.0,802715659.0,1209740625.0,2026,0.4436101949000901,1.5070599550867863,18.715123744667633,0.29435470924880636
10.0,"""Freedom Bank Kazakhstan"", JSC",2589541185.0,1078945081.0,15695944.0,28906949.0,882280022.0,589595061.0,2026,0.22768321446874382,0.6682629622095194,37.32476509368042,0.3407090132841428
11.0,"""Altyn Bank"", JSC (SB of China Citic Bank Corporation Limited)",1332565667.0,809477728.0,2201161.0,18031706.0,372350853.0,606842008.0,2026,0.45539369880824043,1.6297586083413644,44.89191028292054,0.2794240180585412
12.0," ""Home Credit Bank"", Joint Stock Company",1265943242.0,952377671.0,66817412.0,46793170.0,557721434.0,37227145.0,2026,0.029406646178849777,0.06674863602247713,20.35292054374602,0.44055800884002033
13.0,"""Citibank Kazakhstan"", JSC ",1190217157.0,135934804.0,0.0,309470.0,0.0,856570850.0,2026,0.7196761069711247,inf,439.2503441367499,0.0
14.0,"""Shinhan Bank Kazakhstan"", JSC",730977941.0,122985107.0,497285.0,325844.0,8044736.0,581946835.0,2026,0.7961209256244848,72.33883560628963,377.4355427750703,0.011005442912537904
15.0,"""Industrial and Commercial Bank of China in Almaty"", JSC",616891721.0,162111949.0,0.0,1818592.0,10560948.0,315500509.0,2026,0.5114357970124226,29.874260246333947,89.14146163625486,0.017119613767680956
16.0,"Subsidiary Bank ""Bank of China in Kazakhstan"", JSC",579961425.0,78860960.0,0.0,63368.0,2440566.0,337003809.0,2026,0.5810796968091455,138.08428413736814,1244.4918570887514,0.004208152292197709
17.0,"""Nurbank"", JSC",564331948.0,364679020.0,21037809.0,34752382.0,155298373.0,233183149.0,2026,0.41320210529707596,1.501517012029482,10.493640982652643,0.27518975941443596
18.0,"""KMF Bank"", JSC",404560975.0,332360804.0,22092519.0,34209070.0,4718000.0,120.0,2026,2.9661783368996476e-07,2.5434506146672318e-05,9.715575547654467,0.011662024494577115
19.0,"SB ""KAZAKHSTAN-ZIRAAT INTERNATIONAL BANK"", JSC",307038224.0,189586869.0,1199283.0,6957121.0,49235893.0,112590173.0,2026,0.3666975776931279,2.286749891994444,27.250764935668073,0.16035753580961307
20.0,"Subsidiary JSC ""Bank VTB (Kazakhstan)"" ",266974504.0,44794672.0,4847778.0,8006562.0,38581286.0,48310131.0,2026,0.18095409964690862,1.2521648708132747,5.594744910487173,0.14451299814007706
21.0,"""ADCB"" Islamic Bank"", JSC",256180252.0,168707582.0,121227.0,1787159.0,6741578.0,11568099.0,2026,0.045156091891111104,1.7159334209290467,94.39987264703365,0.02631575988925173
22.0,"""Islamic bank ""Zaman-Bank"", JSC",44956899.0,20342432.0,4297297.0,6351172.0,1319335.0,15644951.0,2026,0.3479988911156884,11.858209628335487,3.2029414413591697,0.029346663790133745
23.0,"""BNK Commercial Bank"" JSC",23340202.0,13398850.0,581214.0,2108068.0,333426.0,30956.0,2026,0.0013262952908462402,0.0928421898712158,6.355985670291471,0.014285480476989874
